Model,Convolution,Base,Weights,Trial,Seed,Set,Noise,LI,Level,Loss,Accuracy
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Brighten,10,1,4.186136246,0.1
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Rotation,0,0,8.024962425,0.43
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Rotation,1,90,14.02697468,0.13
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Rotation,2,180,10.71603012,0.26
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Rotation,3,270,14.00532436,0.14
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Invert,0,0,8.024962425,0.43
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Invert,1,1,33.43227386,0.31
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Uniform,0,0,2596180.5,0.1
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Uniform,1,0.1,2315147.25,0.1
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Uniform,2,0.2,1480942.125,0.13
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Uniform,3,0.3,839301.1875,0.14
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Uniform,4,0.4,598558.6875,0.11
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Uniform,5,0.5,401905.3125,0.08
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Uniform,6,0.6,504950,0.1
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Uniform,7,0.7,768201.4375,0.12
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Uniform,8,0.8,1308484.875,0.1
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Uniform,9,0.9,2105135.25,0.11
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Uniform,10,1,2589394.5,0.11
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Salt and Pepper,0,0,2596180.5,0.1
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Salt and Pepper,1,0.1,6545302,0.08
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Salt and Pepper,2,0.2,7500315,0.12
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Salt and Pepper,3,0.3,7355807.5,0.1
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Salt and Pepper,4,0.4,6991328,0.11
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Salt and Pepper,5,0.5,7527301,0.07
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Salt and Pepper,6,0.6,8389366,0.1
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Salt and Pepper,7,0.7,7350057.5,0.07
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Salt and Pepper,8,0.8,6387934.5,0.08
